,QUD,context,item,number,quantifier,response,slide_number,trial_type,language,enjoyment,age,gender,education,comments,describe,school,classes,college,lived,years,family,level,Browser,OS,screenH,screenW,time_in_minutes,participant_id,assess
0,many,with,ranas,four,numeral,1.0,3,one_slider,Español,1,20,Male,2,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,1.9933166666666666,261,Yes
0,many,without,dinosaurios,four,numeral,1.0,3,one_slider,Español,1,23,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Mac,800,1280,2.7156333333333333,262,Yes
0,all,with,mariposas,four,numeral,0.91,3,one_slider,Español ,1,22,Male,2,"Un poco de fallas con la redacción de oraciones, fuera de eso todo bien.
",SpanSpan,most,no,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,812,375,3.540233333333333,263,Yes
0,all,with,mariposas,four,every,0.34,3,one_slider,Español,2,20,Male,3,"Disfrutè el experimento, pasen una bonita semana",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.9976666666666665,264,Yes
0,all,without,ranas,four,numeral,0.98,3,one_slider,espanol,1,46,Female,4,,SpanSpan,most,noclasses,mostsem,under8,mostlive,eng,native,Safari,Mac,800,1280,2.9148833333333335,265,Yes
0,many,without,leones,two,every,1.0,3,one_slider,español,2,27,Female,4,"El cuento parece dirigido a niños, pero la pregunta, al ser una doble negación, no es algo que pueda ser respondido tan fácilmente por niños pequeños.",SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.2679,266,Yes
0,none,with,leones,two,numeral,0.93,3,one_slider,España,2,38,Female,4,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Linux,640,360,2.008183333333333,267,Yes
0,none,without,ranas,four,every,0.03,3,one_slider,Español,2,29,Male,3,"Resulto ser interesante,aunque no supe que fue lo esperado.",SpanSpan,none,no,mostsem,both8,mostlive,span,native,Chrome,Windows,768,1360,3.8019166666666666,268,Yes
0,many,with,ranas,four,numeral,1.0,3,one_slider,Español,1,28,Male,3,Un HIT muy sencillo re realizar,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,3.6277166666666667,269,Yes
0,many,with,mariposas,four,every,0.01,3,one_slider,España,2,25,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.0592166666666665,270,Yes
0,none,without,leones,two,every,0.14,3,one_slider,México,1,25,Male,2,excelente encuesta ,SpanSpan,none,no,onesem,both8,mostlive,span,basic,Chrome,Windows,768,1366,5.98605,271,Yes
0,all,without,ranas,four,every,1.0,3,one_slider,español,2,,Female,4,,SpanSpan,,noclasses,,,,span,native,Chrome,Windows,768,1366,3.41345,272,Yes
0,many,with,ranas,two,numeral,0.0,3,one_slider,Español,2,20,Male,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.5350166666666665,273,Yes
0,many,without,ranas,four,numeral,0.89,3,one_slider,Español,2,31,Female,2,Estuvo bien,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,891,424,14.417183333333334,274,Yes
0,all,without,mariposas,two,every,0.98,3,one_slider,Español,2,27,Male,4,Nada.,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.725016666666667,275,Yes
0,many,without,ranas,four,numeral,1.0,3,one_slider,Español,1,24,Male,3,Las dos ranas pudieron haber saltado luego de que las primeras dos lo lograran.,SpanSpan,none,noclasses,nocollege,both8,mostlive,spaneng,native,Firefox,Windows,1080,1920,5.1866,276,No
0,all,with,leones,four,numeral,0.01,3,one_slider,Español,1,20,Female,1,"Creo que algunas frases estaban escritas algo mal, no sé si será porque era una traducción o si no, pero se deberían repasar los textos antes de ponerlo a disposición del participante. ",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,740,360,12.792333333333334,277,Yes
0,many,with,ranas,two,numeral,1.0,3,one_slider,Español,2,25,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,900,1600,2.517516666666667,278,Yes
0,all,without,leones,two,numeral,0.24,3,one_slider,Español,2,33,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,732,412,2.0753333333333335,279,Yes
0,none,without,ranas,four,every,0.0,3,one_slider,Español,1,20,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,864,1536,10.173616666666666,280,Yes
0,all,without,leones,four,numeral,0.89,3,one_slider,Español,1,,,2,No tengo comentarios,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,891,424,2.9048166666666666,281,
0,many,with,mariposas,two,every,0.01,3,one_slider,Español,1,24,Female,3,sin comentarios,SpanSpan,most,yes,onesem,under8,mostlive,span,native,Chrome,Windows,768,1366,3.90075,282,Yes
0,none,with,leones,four,numeral,0.99,3,one_slider,Spanish,2,47,Female,2,,SpanSpan,most,yes,nocollege,under8,mostlive,span,advanced,Chrome,Windows,1080,1920,2.3484333333333334,283,Yes
0,all,with,leones,two,every,0.0,3,one_slider,,1,30,Male,4,,SpanEng,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,12.154433333333333,284,Yes
0,all,without,leones,four,numeral,1.0,3,one_slider,Español,2,28,Female,4,Espero que mi colaboración sea de ayuda. ,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.523583333333334,285,Yes
0,none,without,ranas,four,every,0.02,3,one_slider,Español,2,34,Male,3,Nothing all good,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,817,393,3.219883333333333,286,Yes
0,many,with,leones,two,numeral,0.18,3,one_slider,Español,2,29,Male,3,,SpanSpan,most,yes,nocollege,over8,mostlive,spaneng,native,Chrome,Windows,864,1536,3.4082,287,Yes
0,none,without,mariposas,two,numeral,0.5,3,one_slider,Español,1,29,Female,2,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,2.901666666666667,288,Yes
0,many,with,mariposas,two,every,1.0,3,one_slider,Español,2,29,Male,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,2.6710166666666666,289,Yes
0,none,with,ranas,two,every,0.0,3,one_slider,Español,2,25,Male,3,,SpanSpan,most,no,nocollege,over8,mostlive,span,native,Chrome,Windows,768,1366,3.687666666666667,290,Yes
0,none,with,dinosaurios,four,every,0.98,3,one_slider,España,2,30,Female,4,,SpanSpan,none,noclasses,nocollege,neverlived,neverlived,span,native,Chrome,Windows,768,1366,2.6208833333333335,291,Yes
0,many,with,leones,four,numeral,0.96,3,one_slider,,1,28,Female,4,,SpanSpan,mid,no,nocollege,over8,mostlive,spaneng,native,Chrome,Linux,771,360,4.552433333333333,292,Yes
0,many,without,dinosaurios,two,every,0.01,3,one_slider,Español,1,22,Male,2,Hay un error gramatical en “lo ayuda A leer libros”,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,3.2115,293,Yes
0,all,with,mariposas,four,every,1.0,3,one_slider,Español,1,27,Male,2,"Me encontré algo confundido con la redacción. No solo la del cuento, sino la de toda la redacción que explica lo que están haciendo Tiburón y Elefante. No encontré intuitivo la manera en que se expresa la información del problema. ",SpanSpan,mid,no,nocollege,under8,mostlive,span,native,Chrome,Mac,800,1280,5.7172,294,Confused
0,none,with,dinosaurios,two,numeral,0.11,3,one_slider,Español,0,21,Male,2,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,800,1280,3.7083,295,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,Español,1,35,Female,4,Muy interesante ,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Linux,780,360,3.8397166666666664,296,Yes
0,none,without,dinosaurios,four,numeral,1.0,3,one_slider,Español,2,21,Male,2,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Firefox,Linux,768,1366,2.66815,297,Yes
0,all,with,mariposas,two,every,0.99,3,one_slider,Español,2,19,Male,1,Considero que fue sencillo de entender,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,800,1280,4.593766666666666,298,Yes
0,none,without,dinosaurios,four,every,0.0,3,one_slider,Español,1,21,Male,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.590633333333333,299,Yes
0,none,without,mariposas,two,numeral,0.05,3,one_slider,Español,2,26,Female,3,,SpanSpan,none,noclasses,nocollege,under8,mostlive,span,native,Firefox,Windows,768,1366,3.20865,300,Yes
0,many,without,ranas,four,numeral,0.74,3,one_slider,España,1,40,Female,1,,SpanSpan,none,no,nocollege,under8,mostlive,span,near native,Chrome,Windows,768,1366,2.2953166666666664,301,Yes
0,all,with,leones,two,every,0.98,3,one_slider,Español,1,52,Male,3,Fine,SpanSpan,none,no,nocollege,under8,mostlive,spaneng,advanced,Chrome,Linux,900,1440,4.853933333333333,302,Yes
0,many,with,dinosaurios,two,numeral,0.0,3,one_slider,Español,2,20,Male,2,Estuvo excelente,SpanSpan,small,yes,nocollege,over8,mostlive,span,native,Chrome,Windows,768,1366,4.3955,303,Yes
0,none,without,ranas,four,numeral,1.0,3,one_slider,español,1,24,Male,3,ninguno,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Mac,900,1440,2.128033333333333,304,Yes
0,none,without,mariposas,four,every,0.11,3,one_slider,Español,2,37,Male,1,Sin comentarios.,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,advanced,Chrome,Windows,768,1024,5.52905,305,Yes
0,many,without,ranas,two,numeral,0.01,3,one_slider,Español,1,26,Male,3,Fue un experimento muy sencillo.,SpanSpan,none,no,nocollege,both8,mostlive,spaneng,native,Chrome,Linux,570,320,3.96825,306,Yes
0,many,without,mariposas,four,numeral,1.0,3,one_slider,español,2,22,Male,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,5.52595,307,Yes
0,many,with,mariposas,four,every,0.02,3,one_slider,Español,2,23,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,752,360,3.172416666666667,308,Yes
0,none,without,mariposas,two,numeral,1.0,3,one_slider,Español,2,30,Male,4,"Elefante tiene razón, DOS mariposas no fueron a la ciudad, puesto que lo hizo SOLO UNA (aunque creo que hay más de una respuesta válida, pero asi lo veo yo). Ha sido muy inteligente y divertido.",SpanSpan,,noclasses,nocollege,,,span,native,Chrome,Windows,1080,1920,3.3117833333333335,309,Yes
0,many,with,mariposas,four,numeral,0.68,3,one_slider,Español,1,25,Female,4,Mejorar redacción ,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,720,360,4.11335,310,Yes
0,none,without,ranas,four,every,1.0,3,one_slider,español,2,21,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.72,311,Yes
0,many,without,dinosaurios,four,every,0.96,3,one_slider,Español,1,30,Male,3,,SpanSpan,most,yes,nocollege,under8,mostlive,span,native,Safari,iPhone/iPod,812,375,59.4417,312,Yes
0,many,without,leones,two,numeral,0.03,3,one_slider,Español,2,26,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,848,424,3.025733333333333,313,Yes
0,none,without,leones,four,every,0.0,3,one_slider,Español,1,18,Female,1,"La compresión de lectura es una habilidad muy útil, que haya sido en español facilita mi compresión, soy nativa del idioma español pero también hablo ingles y portugués",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,Mac,900,1440,3.43195,314,Yes
0,many,without,ranas,four,numeral,0.98,3,one_slider,español,2,46,Female,3,"A la narración del cuento le faltan algunas palabras  para una mejor redacción en español.
La respuesta es comprendida por el tiburón sí y solo sí el tiburon sabe que son cuatro ranas, es decir, el elefante leyó en voz alta para que lo escuchara el tiburon. El lector sabe que la respuesta del elefante es correcta porque leyó el cuento.",SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,800,1280,12.539666666666667,315,Yes
0,all,with,ranas,four,numeral,0.06,3,one_slider,Español,1,26,Female,3,,SpanSpan,none,yes,onesem,neverlived,neverlived,span,int,Chrome,Windows,1080,1920,3.10065,316,Yes
0,none,without,ranas,two,every,1.0,3,one_slider,Espanol,1,34,Female,4,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,864,1536,10.319716666666666,317,Yes
0,all,without,dinosaurios,two,every,0.0,3,one_slider,español,1,24,Female,3,,SpanSpan,mid,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1440,2.102533333333333,318,Yes
0,all,without,dinosaurios,four,every,0.98,3,one_slider,Español,1,33,Male,4,Es raro...no lo he entendido bien. La traduccion deberia de ser algo mejor,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Mac,1080,1920,2.4611833333333335,319,Yes
0,none,without,mariposas,four,numeral,1.0,3,one_slider,Español,2,57,Male,3,"Considero que si nos apegamos estrictamente a responder si ""Ninguna mariposa fué a la ciudad"" entonces la respuesta sería ""No"" ya que 2 Si fueron a la ciudad.   Sin embargo, la otra respuesta es válida ya que ""2 no fueron a la ciudad"" o ""2 se quedaron en casa"".",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,768,1366,9.1076,320,Yes
0,many,without,ranas,four,numeral,0.51,3,one_slider,español,2,33,Female,0,,SpanEng,most,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Mac,900,1440,2.76945,321,Yes
0,none,without,leones,two,every,0.8,3,one_slider,Español,2,29,Male,3,Todo bien.,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Linux,681,360,4.05965,322,Yes
0,none,with,leones,four,every,0.18,3,one_slider,Español,1,46,Female,4,,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,native,Chrome,Linux,720,360,2.6933166666666666,323,Yes
0,many,with,mariposas,two,every,1.0,3,one_slider,Espanol,1,33,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,864,1536,4.050183333333333,324,Yes
0,none,with,ranas,two,every,1.0,3,one_slider,Español,1,27,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.0154666666666667,325,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,Español,2,21,Male,1,"Me pareció bueno el cuento corto, prestas atención y contestas lo que se te indica, fácil y rápido",SpanSpan,most,noclasses,nocollege,under8,mostlive,span,native,Chrome,Windows,768,1366,4.591583333333333,326,Yes
0,none,without,dinosaurios,four,every,0.28,3,one_slider,Español,2,19,Female,2,Me pareció muy interesante y me hizo reflexionar,SpanSpan,most,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,864,1536,4.789533333333333,327,Yes
0,all,without,mariposas,two,every,0.08,3,one_slider,Español,1,20,Female,2,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Safari,an unknown OS,1024,768,3.4445666666666668,328,Yes
0,none,without,leones,two,every,0.0,3,one_slider,español,2,23,Male,3,no tengo nada mas que decir,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,2.1764666666666668,329,Yes
0,all,without,dinosaurios,four,every,0.98,3,one_slider,Español,1,42,Male,3,Algo diferente a lo acostumbrado y es bueno contestar,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,3.8573833333333334,330,Yes
0,none,without,ranas,four,every,0.2,3,one_slider,Español,2,30,Male,1,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,800,1280,2.8520666666666665,331,Yes
0,many,with,mariposas,two,every,0.05,3,one_slider,Español ,2,21,Female,2,Sencillo y agradable de tomar ,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,3.7248833333333335,332,Yes
0,all,with,mariposas,two,numeral,1.0,3,one_slider,Español,1,20,Female,1,"Mi respuesta es definitivamente si, ya que, el elefante narró que las mariposas ""decidieron"" sobre a donde ir, pero jamás se afirmó que lo hicieron.",SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,7.194766666666666,333,Yes
0,none,with,leones,four,numeral,0.0,3,one_slider,,1,,,-1,,,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,1.38535,334,
0,many,without,dinosaurios,two,numeral,0.0,3,one_slider,España,1,30,Male,2,,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Windows,1080,1920,26.365983333333332,335,Yes
0,none,without,dinosaurios,two,every,0.13,3,one_slider,Español,2,30,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.6666833333333333,336,Yes
0,all,without,mariposas,four,numeral,0.96,3,one_slider,Español,1,21,Other,0,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Linux,1024,768,2.32135,337,Yes
0,many,without,ranas,two,every,0.49,3,one_slider,Español,1,28,Female,4,"Al principio pensé que obviamente estaba incorrecta la frase, ya que la frase querría decir que ambas ranas no saltaron sobre la roca, que ninguna saltó siendo que una sí saltó. Luego vi la segunda interpretación, que es que es como una saltó, es verdad que [todas no saltaron], ya que saltó sólo una.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,12.0959,338,Yes
0,many,with,ranas,four,numeral,0.1,3,one_slider,Español,1,32,Male,4,Excelente encuesta sobre la habla en español ,SpanSpan,small,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Linux,780,360,4.95775,339,Yes
0,none,without,dinosaurios,four,every,0.14,3,one_slider,Español,2,28,Male,3,Interesante encuesta ,SpanSpan,most,yes,onesem,both8,mostlive,spaneng,native,Safari,iPhone/iPod,667,375,2.1081333333333334,340,Yes
0,all,with,leones,four,every,0.91,3,one_slider,español,2,34,Male,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.20265,341,Yes
0,none,with,leones,two,numeral,0.2,3,one_slider,,-1,,,-1,,,,,,,,,,Chrome,Linux,846,412,1.9691666666666667,342,Yes
0,none,without,ranas,four,numeral,0.87,3,one_slider,español,2,31,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Linux,640,360,2.7407833333333333,343,
0,many,without,mariposas,two,numeral,0.0,3,one_slider,Español,1,20,Male,1,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Firefox,Mac,900,1440,3.526883333333333,344,Yes
0,none,without,dinosaurios,four,every,0.0,3,one_slider,Español,2,48,Male,2,,SpanSpan,most,yes,nocollege,under8,mostlive,span,native,Chrome,Windows,1080,1920,4.1288833333333335,345,Yes
0,none,without,dinosaurios,two,every,0.74,3,one_slider,Español ,2,25,Male,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,748,360,3.4779833333333334,346,Yes
0,none,without,leones,two,numeral,0.79,3,one_slider,Español,2,28,Female,3,"La respuesta era muy subjetiva. Sin embargo, el experimento esta diseñado para evaluar la percepcion de las personas. Muy bueno.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,4.990466666666666,347,Yes
0,all,without,ranas,two,every,0.77,3,one_slider,Español,2,20,Male,2,,SpanEng,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,851,393,3.236066666666667,348,Yes
0,none,with,ranas,four,every,0.47,3,one_slider,Español,2,23,Female,2,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,2.6007,349,Yes
0,all,with,leones,two,numeral,0.19,3,one_slider,Español,2,19,Male,1,"Me gusta que hispano hablantes también realicen sus proyectos de investigación. Es un placer colaborar con ustedes, no duden en contactar mi apoyo. ",SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Linux,760,360,7.43915,350,Yes
0,none,with,leones,two,numeral,0.01,3,one_slider,Español,2,21,Male,2,Es un poco confuso leer las instrucciones y el cuento,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,native,Chrome,Mac,800,1280,2.97845,351,Yes
0,all,with,leones,four,numeral,1.0,3,one_slider,Español,1,30,Male,3,Podría tener una mejor redacción. ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.3829833333333332,352,Yes
0,many,with,mariposas,four,numeral,0.98,3,one_slider,Español,2,24,Male,2,"Existen unos pequeños errores de gramática en la encuesta, solo sería corregirlos.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Linux,900,1600,4.60335,353,Yes
0,all,with,ranas,four,numeral,0.22,3,one_slider,Español,1,29,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,812,375,2.3229333333333333,354,Yes
0,many,with,leones,two,every,0.19,3,one_slider,Español,1,39,Female,3,Me gustó que esa una pregunta que debes poner mucha atención para contestar,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,3.9972166666666666,355,Yes
0,many,with,leones,four,every,0.03,3,one_slider,Español ,1,19,Male,1,,SpanEng,most,no,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,896,414,3.190916666666667,356,Yes
0,none,without,leones,two,every,0.28,3,one_slider,Espanol,1,24,Male,3,,SpanEng,most,yes,midsem,both8,mostlive,span,native,Chrome,Linux,1050,1680,2.9599,357,Yes
0,many,without,ranas,two,numeral,0.97,3,one_slider,Español,1,24,Male,4,,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,native,Chrome,Linux,760,360,2.9589833333333333,358,Yes
0,all,with,mariposas,four,every,0.0,3,one_slider,Español,1,38,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,spaneng,native,Firefox,Windows,1080,1920,2.0993,359,Yes
0,all,with,leones,four,numeral,1.0,3,one_slider,Español,2,22,Female,2,,SpanSpan,most,noclasses,nocollege,over8,mostlive,span,native,Firefox,Windows,768,1366,3.1905666666666668,360,Yes
0,many,without,ranas,two,numeral,0.99,3,one_slider,Español,1,19,Male,1,Es un test de lógica y comprensión lectora bastante interesante.,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,native,Firefox,Windows,768,1366,3.3180833333333335,361,Yes
0,many,without,mariposas,two,every,0.02,3,one_slider,español,1,23,Female,3,,SpanEng,mid,yes,nocollege,neverlived,neverlived,span,native,Chrome,Mac,900,1440,3.802216666666667,362,Yes
0,many,without,ranas,two,every,1.0,3,one_slider,Español,1,41,Male,3,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.8399,363,Yes
0,all,with,ranas,four,numeral,0.97,3,one_slider,Español,1,20,Female,3,,SpanEng,none,no,nocollege,under8,mostlive,span,native,Chrome,Linux,869,412,3.7561166666666668,364,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,español,1,44,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Mac,756,1344,2.9077166666666665,365,Yes
0,many,without,ranas,four,every,0.91,3,one_slider,Español,1,32,Male,4,,SpanEng,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,5.348283333333334,366,Yes
0,none,without,mariposas,four,every,0.0,3,one_slider,español,1,31,Male,4,:),SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Mac,900,1440,3.282016666666667,367,Yes
0,all,with,leones,two,numeral,0.5,3,one_slider,Español,2,58,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,720,360,5.542,368,Yes
0,none,without,mariposas,two,numeral,0.01,3,one_slider,Español,2,40,Female,4,,SpanEng,none,noclasses,nocollege,both8,mostlive,spaneng,native,Safari,iPhone/iPod,812,375,4.9839166666666666,369,Yes
0,none,with,dinosaurios,two,numeral,0.79,3,one_slider,Español,2,32,Male,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,3.15445,370,Yes
0,none,without,ranas,four,every,0.97,3,one_slider,,1,32,Female,3,,SpanSpan,none,noclasses,nocollege,neverlived,neverlived,span,native,Chrome,Linux,640,360,2.3451666666666666,371,Yes
0,many,with,leones,four,numeral,1.0,3,one_slider,Español,1,19,Male,0,,SpanSpan,small,yes,nocollege,over8,mostlive,span,native,Chrome,Windows,1080,1920,2.1718,372,Yes
0,all,without,dinosaurios,four,numeral,0.19,3,one_slider,Español,1,25,Male,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,near native,Firefox,Windows,768,1366,3.0278666666666667,373,Yes
0,many,with,ranas,two,numeral,0.91,3,one_slider,Español,0,27,Male,2,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,854,439,2.2097166666666666,374,Yes
0,all,without,dinosaurios,four,every,0.75,3,one_slider,Español,1,21,Male,2,Me parece que fue muy corto.,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.53205,375,Yes
0,many,with,mariposas,two,numeral,0.96,3,one_slider,Espanol,1,24,Female,1,,SpanSpan,none,no,nocollege,over8,mostlive,spaneng,native,Chrome,Mac,900,1440,2.715316666666667,376,Yes
0,many,with,mariposas,four,numeral,1.0,3,one_slider,Español,1,33,Male,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.2653,377,Yes
0,all,with,dinosaurios,four,every,0.95,3,one_slider,,2,42,Female,4,Fue muy entretenido. Gracias!,SpanSpan,most,yes,nocollege,over8,mostlive,spaneng,native,Chrome,Linux,640,360,4.4219,378,Yes
0,many,with,dinosaurios,four,every,0.07,3,one_slider,Español ,1,37,Female,4,,SpanSpan,most,no,onesem,both8,mostlive,span,native,Safari,iPhone/iPod,896,414,2.9093833333333334,379,Yes
0,none,with,dinosaurios,four,every,0.2,3,one_slider,español,1,21,Female,2,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,Mac,900,1440,37.3965,380,Yes
0,many,with,leones,four,every,0.21,3,one_slider,Español,1,22,Female,0,,SpanSpan,most,yes,midsem,both8,mostlive,span,advanced,Chrome,Linux,780,360,2.4566166666666667,381,Yes
0,none,without,leones,four,numeral,0.89,3,one_slider,Español,1,28,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,892,412,2.3929,382,Yes
0,many,without,mariposas,two,every,0.0,3,one_slider,Español,2,21,Female,3,,SpanSpan,,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.297166666666667,383,Yes
0,many,with,mariposas,four,every,0.0,3,one_slider,Español,2,25,Male,4,Corto y certero. Me parecio adecuado,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1360,2.0632166666666665,384,Yes
0,none,without,ranas,four,numeral,0.85,3,one_slider,Español,2,30,Female,4,"No fue la manera correcta de de contestar pero,la informacion es acertada . Normalmente contestar de esa manera genera confusion ",SpanSpan,most,yes,midsem,both8,mostlive,span,native,Safari,an unknown OS,1024,768,6.790983333333333,385,Yes
0,all,with,leones,four,every,0.13,3,one_slider,Español,1,23,Female,3,"Estudio interesante, ojalá lo puedan aplicar a niños, éxito!",SpanSpan,none,noclasses,midsem,both8,mostlive,span,native,Chrome,Windows,768,1366,2.9225166666666667,386,Yes
0,all,without,leones,four,numeral,0.7,3,one_slider,Español,2,31,Female,2,Parece interesante para poner atención,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,3.1649,387,Yes
